prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size,district
Springville Residence,1700,Selangor - Seri Kembangan,Condominium,3.0,2.0,2.0,1044 sq.ft.,Hulu Langat
Golden Villa,950,Selangor - Klang,Apartment,3.0,1.0,2.0,814 sq.ft.,Klang
Bandar Bukit Tinggi 1,1100,Selangor - Klang,Apartment,3.0,,2.0,1100 sq.ft.,Klang
Paloma @ Tropicana Metropark,5500,Selangor - Subang Jaya,Service Residence,3.0,2.0,2.0,1259 sq.ft.,Petaling
Suria Permai,950,Selangor - Seri Kembangan,Apartment,1.0,1.0,1.0,450 sq.ft.,Hulu Langat
Pangsapuri Seri Perantau,760,Selangor - Port Klang,Apartment,3.0,,2.0,600 sq.ft.,Klang
Seri Jati Apartment (Shah Alam),1100,Selangor - Shah Alam,Apartment,3.0,2.0,2.0,815 sq.ft.,Klang
Seri Jati Apartment (Shah Alam),1100,Selangor - Shah Alam,Apartment,3.0,2.0,2.0,813 sq.ft.,Klang
Pelangi,1300,Selangor - Kajang,Condominium,3.0,2.0,2.0,1000 sq.ft.,Hulu Langat
Myra Putra,1300,Selangor - Kajang,Apartment,3.0,2.0,2.0,920 sq.ft.,Hulu Langat
Myra Putra,1300,Selangor - Kajang,Apartment,3.0,2.0,2.0,920 sq.ft.,Hulu Langat
Residensi Laguna (Belvedere Service Apt),2000,Selangor - Bandar Sunway,Service Residence,3.0,1.0,2.0,949 sq.ft.,Petaling
Green Residence @ Cheras 9th Mile,2300,Selangor - Cheras,Condominium,3.0,2.0,2.0,1127 sq.ft.,Hulu Langat
Residensi Zamrud @ Kajang,1300,Selangor - Kajang,Condominium,3.0,2.0,2.0,1023 sq.ft.,Ampang Jaya
Pangsapuri Ria (Kajang),950,Selangor - Kajang,Condominium,3.0,,2.0,900 sq.ft.,Hulu Langat
Pangsapuri Damai Mewah B,850,Selangor - Kajang,Apartment,3.0,,2.0,957 sq.ft.,Ampang Jaya
PJ Midtown,3000,Selangor - Petaling Jaya,Service Residence,2.0,2.0,2.0,915 sq.ft.,Shah Alam
YOU Vista @ YOU City Cheras,1600,Selangor - Cheras,Service Residence,3.0,,2.0,1313 sq.ft.,Hulu Langat
Maple Residence (Klang),2200,Selangor - Klang,Condominium,3.0,,2.0,1256 sq.ft.,Klang
Empire Damansara,1250,Selangor - Damansara Perdana,Service Residence,1.0,,2.0,700 sq.ft.,Petaling
Kemuning Aman,950,Selangor - Shah Alam,Apartment,3.0,2.0,2.0,732 sq.ft.,Klang
Casa Tropicana,3500,Selangor - Petaling Jaya,Condominium,4.0,2.0,2.0,1479 sq.ft.,Petaling
Casa Indah 1,3000,Selangor - Petaling Jaya,Condominium,4.0,1.0,2.0,1450 sq.ft.,Petaling
i-Soho @ i-City,1000,Selangor - Shah Alam,Studio,1.0,1.0,1.0,500 sq.ft.,Klang
D'Camellia @ Setia Ecohill,900,Selangor - Kajang,Condominium,3.0,2.0,2.0,860 sq.ft.,Hulu Langat
Alanis @ Warisan Puteri,1400,Selangor - Sepang,Condominium,3.0,2.0,2.0,807 sq.ft.,Sepang
Pangsapuri Palma (Bandar Botanic),800,Selangor - Klang,Apartment,3.0,,2.0,650 sq.ft.,Klang
Koi Legian,1450,Selangor - Puchong,Condominium,4.0,1.0,3.0,1262 sq.ft.,Shah Alam
Residensi Suasana @ Damai,2900,Selangor - Damansara Damai,Condominium,3.0,2.0,2.0,1451 sq.ft.,Shah Alam
Liberty Arc @ Ampang Ukay,1400,Selangor - Ampang,Condominium,1.0,1.0,1.0,450 sq.ft.,Hulu Langat
Solstice @ Pan'gaea,1200,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
Solstice @ Pangaea,1200,Selangor - Cyberjaya,Service Residence,1.0,1.0,1.0,450 sq.ft.,Sepang
Rista Villa Apartment,600,Selangor - Puchong,Apartment,3.0,,1.0,600 sq.ft.,Subang Jaya
Pangsapuri Cemara (Seri Kembangan),800,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,912 sq.ft.,Ampang Jaya
Bandar Damai Perdana Apartment,850,Selangor - Cheras,Apartment,3.0,,2.0,650 sq.ft.,Hulu Langat
Impiria Residensi Bukit Tinggi Klang,3300,Selangor - Klang,Service Residence,4.0,2.0,3.0,1312 sq.ft.,Klang
Lestari Perdana Apartment,700,Selangor - Seri Kembangan,Apartment,3.0,,1.0,621 sq.ft.,Hulu Langat
Lestari Perdana Apartment,700,Selangor - Seri Kembangan,Apartment,3.0,,1.0,722 sq.ft.,Ampang Jaya
Lestari Perdana Apartment,700,Selangor - Seri Kembangan,Apartment,3.0,,1.0,621 sq.ft.,Hulu Langat
D'Sara Sentral Serviced Residence,2000,Selangor - Sungai Buloh,Service Residence,3.0,1.0,2.0,1108 sq.ft.,Gombak
The Olive,1400,Selangor - Sepang,Condominium,3.0,2.0,2.0,818 sq.ft.,Sepang
Sentral Residences @ Kajang,1700,Selangor - Kajang,Service Residence,3.0,,2.0,1000 sq.ft.,Hulu Langat
City of Green Condominium,1000,Selangor - Seri Kembangan,Service Residence,1.0,1.0,1.0,650 sq.ft.,Hulu Langat
Bukit Sungai Long 2,800,Selangor - Kajang,Apartment,3.0,2.0,2.0,780 sq.ft.,Ampang Jaya
Taman Sentosa,400,Selangor - Klang,Apartment,2.0,1.0,1.0,750 sq.ft.,Klang
Putra Intan Kondominium,1000,Selangor - Dengkil,Condominium,3.0,1.0,2.0,1050 sq.ft.,Sepang
Casa Subang,1600,Selangor - Subang Jaya,Service Residence,4.0,,3.0,1065 sq.ft.,Petaling
Evergreen Park Scot Pine,1200,Selangor - Kajang,Condominium,3.0,1.0,2.0,1150 sq.ft.,Hulu Langat
Fortune Heights Apartment A7,850,Selangor - Ampang,Apartment,3.0,1.0,2.0,858 sq.ft.,Ampang Jaya
City of Green Condominium,1350,Selangor - Seri Kembangan,Service Residence,3.0,2.0,2.0,1065 sq.ft.,Hulu Langat
Pangsapuri Dahlia Court,1100,Selangor - Ampang,Apartment,3.0,,2.0,861 sq.ft.,Ampang Jaya
Seri Warisan,1200,Selangor - Sepang,Apartment,3.0,,2.0,900 sq.ft.,Sepang
Mahkota Garden Residence Condominium,1650,Selangor - Bandar Mahkota Cheras,Condominium,4.0,2.0,3.0,1396 sq.ft.,Hulu Langat
Vesta View Apartment @ Taman Putra Impian,1100,Selangor - Kajang,Apartment,3.0,2.0,3.0,1044 sq.ft.,Ampang Jaya
Residensi Permai,1600,Selangor - Kajang,Condominium,3.0,2.0,2.0,860 sq.ft.,Hulu Langat
Desa Mutiara,1200,Selangor - Mutiara Damansara,Apartment,3.0,1.0,2.0,660 sq.ft.,Shah Alam
Rista Villa Apartment,900,Selangor - Puchong,Apartment,3.0,2.0,1.0,606 sq.ft.,Petaling
Flora Damansara,800,Selangor - Damansara Perdana,Condominium,3.0,1.0,2.0,850 sq.ft.,Petaling
Desaminium Rimba,1150,Selangor - Seri Kembangan,Condominium,5.0,1.0,3.0,1100 sq.ft.,Ampang Jaya
Equine Residence,3000,Selangor - Seri Kembangan,Service Residence,4.0,2.0,2.0,1500 sq.ft.,Hulu Langat
Masreca n19eteen (Masreca-19),1600,Selangor - Cyberjaya,Apartment,3.0,2.0,2.0,850 sq.ft.,Sepang
"Saville @ D'Lake, Puchong",1450,Selangor - Puchong,Condominium,4.0,,2.0,1130 sq.ft.,Shah Alam
Apartment Lestari (Damansara Damai),650,Selangor - Damansara Damai,Apartment,3.0,,2.0,650 sq.ft.,Shah Alam
saujana apartment,950,Selangor - Damansara Damai,Apartment,3.0,1.0,2.0,800 sq.ft.,Petaling
Geo@Bukit Rimau,2000,Selangor - Shah Alam,Condominium,4.0,2.0,3.0,1065 sq.ft.,Klang
Ameera Residence,950,Selangor - Kajang,Condominium,3.0,2.0,2.0,1250 sq.ft.,Ampang Jaya
Residensi Zamrud,700,Selangor - Kajang,Condominium,3.0,2.0,2.0,1023 sq.ft.,Hulu Langat
Pangsapuri Sri Nervillia,1300,Selangor - Shah Alam,Apartment,3.0,,1.0,653 sq.ft.,Klang
Residensi Idaman Abadi Fasa 1&2,800,Selangor - Kajang,Condominium,3.0,2.0,2.0,1022 sq.ft.,Hulu Langat
Akasia Apartment (Puchong),1400,Selangor - Puchong,Apartment,3.0,1.0,2.0,818 sq.ft.,Subang Jaya
Pangsapuri Seroja (Puchong Indah),700,Selangor - Puchong,Apartment,3.0,1.0,2.0,800 sq.ft.,Shah Alam
Garden Park,850,Selangor - Kajang,Condominium,3.0,1.0,2.0,883 sq.ft.,Hulu Langat
Gravit8,2000,Selangor - Port Klang,Condominium,2.0,,2.0,780 sq.ft.,Klang
Mahkota Garden Residence Condominium,1600,Selangor - Bandar Mahkota Cheras,Condominium,4.0,2.0,2.0,1396 sq.ft.,Hulu Langat
Citadines DPulze Cyberjaya,1199,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,500 sq.ft.,Sepang
Legendview Rawang Condominium,1200,Selangor - Rawang,Condominium,3.0,2.0,2.0,830 sq.ft.,Hulu Selangor
Ameera Residence,950,Selangor - Kajang,Condominium,3.0,2.0,2.0,1250 sq.ft.,Hulu Langat
Residensi Bukit Palma 2 (Palm Hill Residence 2),1500,Selangor - Kajang,Condominium,3.0,2.0,2.0,1055 sq.ft.,Hulu Langat
Residensi Bukit Palma 2 (Palm Hill Residence 2),1300,Selangor - Kajang,Condominium,3.0,2.0,3.0,1000 sq.ft.,Hulu Langat
The Olive,1200,Selangor - Sepang,Condominium,3.0,2.0,2.0,818 sq.ft.,Sepang
Horizon Suites,1300,Selangor - Dengkil,Service Residence,2.0,1.0,1.0,478 sq.ft.,Sepang
O2 Residence @ Puchong South,1500,Selangor - Seri Kembangan,Condominium,2.0,2.0,2.0,1250 sq.ft.,Hulu Langat
Galleria (Seri Kembangan),1200,Selangor - Seri Kembangan,Service Residence,2.0,1.0,1.0,500 sq.ft.,Hulu Langat
Venice Hill,900,Selangor - Cheras,Condominium,3.0,1.0,3.0,1600 sq.ft.,Hulu Langat
Ukay Perdana,1000,Selangor - Ampang,Apartment,3.0,,2.0,800 sq.ft.,Ampang Jaya
Alanis @ Warisan Puteri,1400,Selangor - Sepang,Service Residence,2.0,1.0,1.0,807 sq.ft.,Sepang
LakeFront Residence,2500,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1390 sq.ft.,Sepang
saujana apartment,800,Selangor - Damansara Damai,Apartment,3.0,1.0,2.0,800 sq.ft.,Shah Alam
ATWATER @ Petaling Jaya,3700,Selangor - Petaling Jaya,Service Residence,3.0,3.0,2.0,1205 sq.ft.,Shah Alam
Bell Suites,700,Selangor - Sepang,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
Rumah Pangsa Sri Muhibbah,500,Selangor - Kajang,Flat,3.0,,1.0,570 sq.ft.,Ampang Jaya
Lake Vista Residence,1800,Selangor - Cheras,Condominium,2.0,,3.0,1162 sq.ft.,Hulu Langat
Koi Prima,1200,Selangor - Puchong,Condominium,3.0,2.0,2.0,1098 sq.ft.,Shah Alam
Taman Cheras Awana Apartment,500,Selangor - Cheras,Apartment,2.0,,1.0,517 sq.ft.,Hulu Langat
Juta Mines,850,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,901 sq.ft.,Hulu Langat
Core Soho Suite,1150,Selangor - Sepang,Apartment,1.0,,1.0,450 sq.ft.,Sepang
Mutiara Ville @ Cyberjaya,1800,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1000 sq.ft.,Sepang
Idaman Residensi Selangorku,1200,Selangor - Cyberjaya,Apartment,3.0,2.0,2.0,1000 sq.ft.,Sepang
LakeFront Residence,2000,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1000 sq.ft.,Sepang
Centrus SoHo 1 @ Cyberjaya,2200,Selangor - Cyberjaya,Condominium,2.0,2.0,2.0,795 sq.ft.,Sepang
Flat Puchong Permai,800,Selangor - Puchong,Flat,3.0,,1.0,650 sq.ft.,Shah Alam
Centrus SoHo 1 @ Cyberjaya,850,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,650 sq.ft.,Sepang
Astoria Ampang,3000,Selangor - Ampang,Service Residence,2.0,1.0,1.0,650 sq.ft.,Ampang Jaya
Meru Courts,900,Selangor - Kapar,Apartment,3.0,,2.0,850 sq.ft.,Klang
Tropicana Aman 1 â€“ Tropicana Urban Homes,1600,Selangor - Kuala Langat,Condominium,3.0,2.0,2.0,1000 sq.ft.,Kuala Langat
Palm Garden Apartment,1250,Selangor - Shah Alam,Apartment,3.0,1.0,2.0,1044 sq.ft.,Klang
Ridzuan Condominium,1700,Selangor - Bandar Sunway,Condominium,3.0,1.0,2.0,1468 sq.ft.,Subang Jaya
B11 Parkland Residence,1600,Selangor - Cheras,Service Residence,1.0,1.0,1.0,551 sq.ft.,Hulu Langat
University Tower,2200,Selangor - Petaling Jaya,Condominium,2.0,1.0,2.0,1206 sq.ft.,Subang Jaya
The Trees Damansara,2800,Selangor - Damansara Perdana,Condominium,3.0,2.0,2.0,1052 sq.ft.,Shah Alam
Sri Ros Apartment,549,Selangor - Kajang,Apartment,3.0,,2.0,854 sq.ft.,Hulu Langat
Liberty Arc @ Ampang Ukay,1000,Selangor - Ampang,Condominium,1.0,1.0,1.0,450 sq.ft.,Hulu Langat
Lakefront Homes @ Cyberjaya,1500,Selangor - Cyberjaya,Condominium,3.0,,2.0,850 sq.ft.,Sepang
De Centrum Residences,1200,Selangor - Kajang,Service Residence,2.0,1.0,1.0,690 sq.ft.,Hulu Langat
Rampai Idaman,300,Selangor - Damansara Damai,Flat,4.0,,2.0,650 sq.ft.,Shah Alam
Mutiara Ville @ Cyberjaya,1300,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,935 sq.ft.,Sepang
Kinrara Court,1100,Selangor - Puchong,Apartment,3.0,,2.0,950 sq.ft.,Shah Alam
Pangsapuri Kiambang (Taman Bukit Subang),900,Selangor - Shah Alam,Apartment,3.0,1.0,2.0,750 sq.ft.,Klang
The Greens (Residensi Hijauan) @ Subang West,1800,Selangor - Shah Alam,Condominium,3.0,2.0,2.0,915 sq.ft.,Klang
Menara Geno,1050,Selangor - Subang Jaya,Apartment,1.0,1.0,1.0,500 sq.ft.,Petaling
"Lakeview Residence, Cyberjaya",1700,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,978 sq.ft.,Sepang
Tamarind Suites @ Cyberjaya,850,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
Hijauan Saujana,2500,Selangor - Shah Alam,Condominium,3.0,2.0,2.0,1398 sq.ft.,Klang
Canopy Hills,1300,Selangor - Kajang,Condominium,2.0,1.0,1.0,590 sq.ft.,Hulu Langat
Idaman Residensi Selangorku,1099,Selangor - Cyberjaya,Apartment,3.0,2.0,2.0,1000 sq.ft.,Sepang
Rhythm Avenue USJ19,1150,Selangor - Subang Jaya,Service Residence,3.0,,2.0,970 sq.ft.,Petaling
Canopy Hills,1300,Selangor - Kajang,Condominium,2.0,1.0,1.0,590 sq.ft.,Hulu Langat
Subang Soho (One Soho),1650,Selangor - Subang Jaya,Service Residence,1.0,1.0,1.0,732 sq.ft.,Subang Jaya
The Academia @ South City Plaza,1300,Selangor - Seri Kembangan,Service Residence,3.0,1.0,2.0,970 sq.ft.,Hulu Langat
Pangsapuri Kemuning Aman,930,Selangor - Shah Alam,Apartment,3.0,,2.0,736 sq.ft.,Klang
Subang Soho (One Soho),1650,Selangor - Subang Jaya,Service Residence,1.0,1.0,1.0,732 sq.ft.,Petaling
Flora Damansara,750,Selangor - Damansara Perdana,Apartment,3.0,,2.0,750 sq.ft.,Shah Alam
AraTre' Residences,2600,Selangor - Petaling Jaya,Service Residence,2.0,,2.0,818 sq.ft.,Shah Alam
3 Elements,1200,Selangor - Seri Kembangan,Service Residence,2.0,1.0,2.0,752 sq.ft.,Hulu Langat
Apartment Idaman,700,Selangor - Petaling Jaya,Apartment,3.0,,2.0,650 sq.ft.,Shah Alam
Liberty Arc @ Ampang Ukay,1500,Selangor - Ampang,Condominium,1.0,1.0,1.0,450 sq.ft.,Hulu Langat
Taman Bukit Kenangan,680,Selangor - Kajang,Flat,3.0,1.0,2.0,680 sq.ft.,Hulu Langat
Lakefront Homes @ Cyberjaya,1500,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1010 sq.ft.,Sepang
Casa Subang,1399,Selangor - Subang Jaya,Service Residence,4.0,,2.0,1089 sq.ft.,Petaling
The Greens (Residensi Hijauan) @ Subang West,1600,Selangor - Shah Alam,Condominium,3.0,2.0,2.0,915 sq.ft.,Klang
Traders Garden @ Cheras Selatan,1600,Selangor - Cheras,Service Residence,4.0,2.0,2.0,859 sq.ft.,Hulu Langat
One Damansara,1500,Selangor - Petaling Jaya,Condominium,3.0,2.0,2.0,1200 sq.ft.,Subang Jaya
Suriamas,2100,Selangor - Bandar Sunway,Condominium,4.0,2.0,2.0,1300 sq.ft.,Shah Alam
D' Latour,3200,Selangor - Bandar Sunway,Condominium,3.0,2.0,2.0,968 sq.ft.,Subang Jaya
Idaman Residensi Selangorku,1300,Selangor - Cyberjaya,Apartment,3.0,2.0,2.0,1000 sq.ft.,Sepang
Taman Cahaya,750,Selangor - Ampang,Flat,3.0,,1.0,650 sq.ft.,Hulu Langat
The Zizz,1600,Selangor - Damansara Damai,Service Residence,4.0,2.0,2.0,1228 sq.ft.,Petaling
Residensi Bistaria,1300,Selangor - Ampang,Condominium,3.0,1.0,2.0,850 sq.ft.,Hulu Langat
Lakefront Homes @ Cyberjaya,1799,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1010 sq.ft.,Sepang
3 Residen,2800,Selangor - Ulu Klang,Condominium,3.0,2.0,2.0,851 sq.ft.,Klang
Equine Residence,1500,Selangor - Seri Kembangan,Service Residence,1.0,1.0,1.0,460 sq.ft.,Hulu Langat
Galleria Equine Park,900,Selangor - Seri Kembangan,Service Residence,1.0,1.0,1.0,450 sq.ft.,Hulu Langat
3 Residen,4500,Selangor - Ulu Klang,Condominium,3.0,2.0,2.0,1157 sq.ft.,Klang
Pangsapuri Sri Angkasa,1500,Selangor - Shah Alam,Apartment,3.0,2.0,2.0,944 sq.ft.,Klang
Suri Puteri Serviced Apartment,2000,Selangor - Shah Alam,Service Residence,3.0,2.0,2.0,1100 sq.ft.,Klang
Vista Indah,1100,Selangor - Klang,Apartment,3.0,,2.0,1100 sq.ft.,Klang
The Zest @ Kinrara 9,1800,Selangor - Puchong,Condominium,3.0,2.0,2.0,1119 sq.ft.,Shah Alam
Pangsapuri Inai,900,Selangor - Ampang,Flat,3.0,,1.0,650 sq.ft.,Hulu Langat
Rhythm Avenue USJ19,1600,Selangor - Subang Jaya,Apartment,2.0,1.0,2.0,789 sq.ft.,Subang Jaya
Teratai Apartment (Taman Bunga Raya),350,Selangor - Rawang,Apartment,3.0,,2.0,650 sq.ft.,Hulu Selangor
Casa Subang,1700,Selangor - Subang Jaya,Service Residence,4.0,1.0,3.0,1065 sq.ft.,Shah Alam
D'Sara Sentral Serviced Residence,1000,Selangor - Sungai Buloh,Service Residence,1.0,1.0,1.0,504 sq.ft.,Gombak
Laguna Biru,750,Selangor - Rawang,Apartment,3.0,1.0,2.0,900 sq.ft.,Hulu Selangor
Solstice @ Pan'gaea,1100,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
Arte @ Subang West,2000,Selangor - Shah Alam,Condominium,3.0,,2.0,1050 sq.ft.,Klang
The Trees Damansara,2300,Selangor - Damansara Perdana,Condominium,3.0,2.0,2.0,1025 sq.ft.,Petaling
Centrestage Designer Suite,1200,Selangor - Petaling Jaya,Service Residence,1.0,,1.0,301 sq.ft.,Shah Alam
Tropicana Aman 1 â€“ Tropicana Urban Homes,1199,Selangor - Kuala Langat,Condominium,3.0,,2.0,870 sq.ft.,Kuala Langat
Laguna Biru,900,Selangor - Rawang,Apartment,3.0,1.0,2.0,850 sq.ft.,Hulu Selangor
Palm Spring @ Damansara,1500,Selangor - Kota Damansara,Condominium,3.0,,2.0,936 sq.ft.,Petaling
Residensi Kajang Utama,1000,Selangor - Kajang,Apartment,3.0,2.0,2.0,1050 sq.ft.,Ampang Jaya
Suria Jaya,900,Selangor - Shah Alam,Apartment,2.0,1.0,2.0,430 sq.ft.,Klang
Apartment Kelisa Ria,550,Selangor - Kajang,Apartment,3.0,1.0,2.0,650 sq.ft.,Hulu Langat
Koi Kinrara,1000,Selangor - Puchong,Condominium,2.0,1.0,2.0,908 sq.ft.,Subang Jaya
Casa Subang,1600,Selangor - Subang Jaya,Service Residence,4.0,,3.0,1065 sq.ft.,Petaling
Residensi Bistaria,1300,Selangor - Ampang,Condominium,3.0,1.0,2.0,850 sq.ft.,Hulu Langat
Residensi Bistaria,1200,Selangor - Ampang,Condominium,3.0,1.0,2.0,850 sq.ft.,Hulu Langat
Suria Putra,2000,Selangor - Sungai Buloh,Service Residence,2.0,2.0,2.0,881 sq.ft.,Gombak
Kedidi Apartment,1500,Selangor - Ampang,Apartment,3.0,,2.0,900 sq.ft.,Hulu Langat
Flat Taman Bukit Segar,850,Selangor - Cheras,Flat,3.0,,1.0,710 sq.ft.,Hulu Langat
Megah Rise,3990,Selangor - Petaling Jaya,Service Residence,3.0,,2.0,1215 sq.ft.,Shah Alam
Mahkota Garden Residence Condominium,1380,Selangor - Bandar Mahkota Cheras,Condominium,3.0,2.0,2.0,1164 sq.ft.,Hulu Langat
Vista Indah,1400,Selangor - Klang,Apartment,3.0,,2.0,1100 sq.ft.,Klang
Residensi Medan,1300,Selangor - Petaling Jaya,Apartment,3.0,2.0,2.0,850 sq.ft.,Petaling
The Armanna @ Kemuning Prima,2000,Selangor - Shah Alam,Condominium,3.0,,2.0,1023 sq.ft.,Klang
Taman Asa Jaya,400,Selangor - Kajang,Flat,2.0,,1.0,603 sq.ft.,Hulu Langat
Isola,4500,Selangor - Subang Jaya,Condominium,4.0,2.0,4.0,1927 sq.ft.,Shah Alam
Apartment Putra 1,1250,Selangor - Kajang,Apartment,3.0,2.0,2.0,1050 sq.ft.,Hulu Langat
Taman Kajang Sentral,1500,Selangor - Kajang,Apartment,4.0,,3.0,1593 sq.ft.,Hulu Langat
Taman Bukit Mewah (Kajang),550,Selangor - Kajang,Flat,3.0,,2.0,667 sq.ft.,Hulu Langat
The Arc @ Cyberjaya,1500,Selangor - Cyberjaya,Service Residence,3.0,1.0,2.0,850 sq.ft.,Sepang
Taman Bukit Mewah (Kajang),45000,Selangor - Kajang,Flat,2.0,,1.0,603 sq.ft.,Hulu Langat
Gravit8,1600,Selangor - Port Klang,Service Residence,3.0,2.0,2.0,890 sq.ft.,Klang
MKH Boulevard,1300,Selangor - Kajang,Service Residence,1.0,1.0,1.0,575 sq.ft.,Hulu Langat
Taman Bukit Mewah (Kajang),400,Selangor - Kajang,Flat,2.0,,1.0,602 sq.ft.,Hulu Langat
Sri Alam,2300,Selangor - Shah Alam,Condominium,4.0,,3.0,1714 sq.ft.,Klang
Pangsapuri Damai Mewah A,550,Selangor - Kajang,Apartment,3.0,,2.0,657 sq.ft.,Hulu Langat
Idaman Residensi Selangorku,1300,Selangor - Cyberjaya,Apartment,3.0,,2.0,1000 sq.ft.,Sepang
ATWATER @ Petaling Jaya,2800,Selangor - Petaling Jaya,Condominium,2.0,2.0,1.0,703 sq.ft.,Shah Alam
City Garden Palm Villa,1550,Selangor - Ampang,Condominium,3.0,1.0,2.0,1200 sq.ft.,Hulu Langat
"Lavender Residence, Bandar Sungai Long",1300,Selangor - Cheras,Condominium,3.0,,2.0,1080 sq.ft.,Ampang Jaya
PKNS Flat Seksyen 6,800,Selangor - Shah Alam,Flat,2.0,,1.0,600 sq.ft.,Klang
Juta Mines,1000,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,901 sq.ft.,Hulu Langat
B11 Parkland Residence,1400,Selangor - Cheras,Condominium,1.0,1.0,1.0,550 sq.ft.,Hulu Langat
Pandora Serviced Residence,1200,Selangor - Shah Alam,Service Residence,1.0,1.0,1.0,570 sq.ft.,Klang
D'casa Condominium,290000,Selangor - Ampang,Condominium,3.0,,2.0,950 sq.ft.,Ampang Jaya
Pearl Avenue,1300,Selangor - Kajang,Condominium,3.0,2.0,2.0,1101 sq.ft.,Hulu Langat
Residensi Zamrud @ Kajang,1000,Selangor - Kajang,Condominium,3.0,2.0,2.0,1023 sq.ft.,Ampang Jaya
Pearl Avenue,1200,Selangor - Kajang,Condominium,3.0,,2.0,1101 sq.ft.,Hulu Langat
Tropicana Aman 1 â€“ Tropicana Urban Homes,1700,Selangor - Kuala Langat,Condominium,3.0,,2.0,870 sq.ft.,Kuala Langat
Azaria Apartments,1200,Selangor - Klang,Apartment,3.0,,2.0,850 sq.ft.,Klang
Villa Duta,1200,Selangor - Ampang,Condominium,3.0,1.0,2.0,1250 sq.ft.,Hulu Langat
DK Impian,1100,Selangor - Shah Alam,Condominium,1.0,,1.0,500 sq.ft.,Klang
Cristal Serin Residence,1550,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1305 sq.ft.,Sepang
Suria Jaya,1000,Selangor - Shah Alam,Apartment,2.0,1.0,2.0,435 sq.ft.,Klang
Centrus SoHo 1 @ Cyberjaya,1049,Selangor - Cyberjaya,Condominium,1.0,,1.0,450 sq.ft.,Sepang
Kristal Heights (Shah Alam),1600,Selangor - Shah Alam,Condominium,3.0,2.0,2.0,1003 sq.ft.,Klang
Traders Garden @ Cheras Selatan,2800,Selangor - Cheras,Service Residence,4.0,3.0,2.0,859 sq.ft.,Hulu Langat
Villa Park,1000,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,1101 sq.ft.,Hulu Langat
Mahkota Garden Residence Condominium,1400,Selangor - Bandar Mahkota Cheras,Condominium,4.0,2.0,2.0,1400 sq.ft.,Hulu Langat
Villa Park,1300,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,1202 sq.ft.,Hulu Langat
Taman Sri Manja,800,Selangor - Petaling Jaya,Apartment,3.0,,1.0,750 sq.ft.,Petaling
Suria Permai,1150,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,850 sq.ft.,Ampang Jaya
Symphony Tower,1200,Selangor - Balakong,Service Residence,1.0,1.0,1.0,500 sq.ft.,Hulu Langat
GM Residence Remia,1700,Selangor - Klang,Service Residence,3.0,2.0,2.0,850 sq.ft.,Klang
GM Residence Remia,2500,Selangor - Klang,Service Residence,3.0,,2.0,815 sq.ft.,Klang
The Domain @ NeoCyber,900,Selangor - Cyberjaya,Service Residence,1.0,1.0,2.0,600 sq.ft.,Sepang
The Domain @ NeoCyber,950,Selangor - Cyberjaya,Service Residence,1.0,1.0,1.0,600 sq.ft.,Sepang
Vertex Tower @ CyberSquare,1700,Selangor - Cyberjaya,Service Residence,2.0,1.0,2.0,840 sq.ft.,Sepang
"Oxford Tower, Garden Plaza",1200,Selangor - Cyberjaya,Apartment,3.0,1.0,2.0,500 sq.ft.,Sepang
Bell Suites,700,Selangor - Sepang,Condominium,1.0,1.0,1.0,450 sq.ft.,Sepang
Vertex Tower @ CyberSquare,1700,Selangor - Cyberjaya,Service Residence,2.0,1.0,2.0,880 sq.ft.,Sepang
Desaminium Rimba,1200,Selangor - Seri Kembangan,Condominium,5.0,1.0,3.0,1050 sq.ft.,Hulu Langat
Tiara ParkHomes,1200,Selangor - Kajang,Condominium,3.0,2.0,2.0,900 sq.ft.,Hulu Langat
Putra Permai Block C,950,Selangor - Seri Kembangan,Apartment,3.0,1.0,2.0,905 sq.ft.,Hulu Langat
Pangsapuri Danau Bayu,1200,Selangor - Sungai Buloh,Apartment,3.0,,2.0,764 sq.ft.,Gombak
